OTTMUST00000115830.1;pct;7;4;14;17;17;3;27;33;26;35;41;2;12;3;5;4;3;0;4;3;3;1;4;1;5;1;5;4;6;4;2;2405;2453;2403;0.917876241405653;2618
OTTMUST00000143316.1;pct;10;11;8;6;6;3;9;14;12;33;20;3;6;6;4;2;3;0;5;3;3;5;0;0;2;0;3;5;1;1;139;1063;1124;924;0.679411764705882;1360
OTTMUST00000119030.1;pct;0;3;9;12;8;7;20;19;20;27;34;2;5;3;3;3;4;1;0;2;1;4;1;1;1;0;1;2;3;2;0;1527;1627;1527;0.951995012468828;1604
OTTMUST00000017294.1;pct;17;17;23;8;24;8;34;21;27;54;25;9;5;12;9;7;6;1;9;5;7;6;9;6;4;1;5;9;1;4;32;824;992;792;0.285508291276136;2774
OTTMUST00000141415.2;pct;6;1;4;0;6;1;1;1;3;8;4;6;0;0;3;1;1;1;3;2;3;3;2;2;1;1;0;4;2;0;198;525;477;327;0.621673003802281;526
OTTMUST00000045548.1;pct;9;29;37;27;16;31;87;54;82;91;82;7;14;10;12;3;16;6;4;9;10;4;4;5;12;10;5;7;9;20;688;2068;1457;1380;0.290648694187026;4748
OTTMUST00000111616.1;pct;6;14;4;17;12;10;35;28;52;47;46;7;6;6;2;3;8;1;2;1;3;3;0;4;4;0;6;1;1;4;162;531;538.5;369;0.153621981681932;2402
OTTMUST00000155971.1;pct;0;14;4;20;3;14;59;27;27;23;27;1;4;0;1;1;8;1;1;1;0;0;0;0;4;0;1;1;3;4;151;1081;1024;930;0.48767697954903;1907
OTTMUST00000093444.1;pct;2;20;5;31;6;15;51;24;59;43;70;3;5;5;2;0;13;0;1;1;0;0;2;1;10;0;1;4;4;7;31;3088;3257;3057;0.944101297096973;3238
OTTMUST00000112558.1;pct;5;12;18;10;9;16;23;51;27;62;40;2;16;5;6;1;8;3;8;5;1;2;3;1;4;7;8;4;2;2;95;1718;1823;1623;0.610839292435077;2657
OTTMUST00000063898.2;pct;2;25;14;14;14;16;45;49;62;81;65;8;19;12;11;4;15;3;6;10;8;6;4;6;10;2;5;6;3;11;816;2028;1273;1212;0.268915021078323;4507
OTTMUST00000002298.4;pct;1;1;5;1;7;1;3;9;7;16;4;2;2;3;2;0;1;0;1;2;1;0;1;1;0;2;0;1;2;0;219;795;681;576;0.722710163111669;797
OTTMUST00000123902.1;pct;1;3;6;10;2;6;19;9;18;13;18;1;3;2;3;0;5;0;2;2;1;0;0;0;6;0;1;0;1;1;71;557;686;486;0.412213740458015;1179
OTTMUST00000136666.1;pct;4;23;18;26;24;16;49;48;60;68;55;9;7;13;3;2;13;0;8;10;1;8;2;2;7;6;9;5;6;12;140;2969;3008;2829;0.709556057185854;3987
OTTMUST00000091989.1;pct;4;10;12;12;8;8;21;26;23;37;36;4;8;5;2;1;5;1;4;2;4;2;0;4;5;3;2;2;2;0;38;1457;1619;1419;0.587334437086093;2416
OTTMUST00000143841.1;pct;9;2;13;5;13;2;6;10;9;36;15;7;3;7;2;1;1;0;2;2;3;8;7;5;2;0;2;3;3;0;30;1584;1754;1554;0.843648208469055;1842
OTTMUST00000074260.1;pct;29;28;41;26;42;27;39;49;96;109;72;21;14;19;20;3;10;5;22;13;12;12;17;10;14;10;8;11;4;10;575;3722;2992;3147;0.491028241535341;6409
OTTMUST00000069336.1;pct;3;12;12;16;17;22;37;40;49;45;62;2;7;3;4;5;12;1;4;3;3;5;4;1;13;2;5;4;1;11;196;850;755.5;654;0.185321620855767;3529
OTTMUST00000138287.1;pct;2;3;1;9;6;4;7;9;18;24;15;3;3;2;1;1;5;0;3;1;0;0;1;1;1;1;0;1;1;0;77;437;560;360;0.277777777777778;1296
OTTMUST00000141935.1;pct;6;13;21;23;19;22;48;53;38;92;63;2;16;9;6;4;3;3;3;6;4;4;5;5;12;2;6;5;1;7;823;2047;1235.5;1224;0.248074584515606;4934
OTTMUST00000012376.1;pct;4;13;24;5;23;8;26;28;34;47;40;9;8;10;8;2;3;1;9;5;2;3;4;7;3;4;7;5;5;2;50;2099;2249;2049;0.695047489823609;2948
OTTMUST00000076756.2;pct;6;5;5;5;9;4;9;9;15;23;13;7;2;2;1;3;0;1;8;1;1;5;2;2;2;2;2;0;1;1;78;528;650;450;0.405040504050405;1111
OTTMUST00000003095.2;pct;1;23;5;11;6;17;33;26;36;33;27;2;7;0;0;0;5;1;3;2;0;1;2;0;5;1;2;0;1;2;146;818;869;672;0.347286821705426;1935
OTTMUST00000074701.2;pct;3;4;3;3;5;0;4;4;10;15;14;2;2;0;3;0;5;1;1;0;1;0;1;0;1;0;1;0;1;2;244;796;660;552;0.690863579474343;799
OTTMUST00000041105.2;pct;3;2;11;3;10;9;16;13;12;23;14;5;6;6;3;1;1;0;6;4;5;4;7;3;2;4;1;2;0;0;153;816;863;663;0.486070381231672;1364
OTTMUST00000068749.1;pct;2;5;9;10;4;4;10;7;16;14;20;2;0;1;3;1;1;1;2;1;1;2;1;1;1;1;0;0;2;2;123;579;578;456;0.369529983792545;1234
OTTMUST00000044476.1;pct;5;34;16;33;17;26;79;52;81;56;61;2;10;5;3;2;13;1;4;2;1;2;6;0;11;6;4;8;5;13;2;2279;2327;2277;0.588676318510858;3868
OTTMUST00000084452.2;pct;22;3;32;18;30;7;22;33;31;57;52;7;9;11;8;4;3;3;11;3;12;9;5;10;3;2;5;17;8;2;535;3640;3285.5;3105;0.8344531040043;3721
OTTMUST00000037093.1;pct;7;42;39;50;45;41;73;94;144;157;186;14;23;14;14;9;24;6;12;8;5;13;9;10;26;14;18;15;8;23;152;5819;5858;5667;0.623706801672903;9086
OTTMUST00000062177.1;pct;14;11;14;2;15;14;22;23;24;74;38;4;8;10;7;2;6;1;3;6;4;2;4;3;13;1;2;2;3;3;20;236;416;216;0.0697224015493867;3098
OTTMUST00000079921.2;pct;0;1;7;3;2;2;0;3;4;6;8;0;1;1;3;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;55;175;308;120;0.264900662251656;453
OTTMUST00000058028.1;pct;4;8;8;24;6;8;16;11;20;21;23;7;5;2;2;1;5;1;3;0;0;2;0;2;3;2;4;2;2;2;92;1496;1604;1404;0.800912721049629;1753
OTTMUST00000155863.2;pct;3;23;11;12;7;21;32;34;40;49;29;2;6;6;11;2;8;1;2;5;2;1;0;1;6;0;1;1;4;9;789;1743;776.5;954;0.319597989949749;2985
OTTMUST00000098267.2;pct;0;6;3;3;0;11;11;6;20;15;20;0;0;0;0;0;2;3;0;1;0;0;0;1;1;0;2;1;0;1;0;924;1024;924;0.998918918918919;925
OTTMUST00000069112.1;pct;4;0;8;1;5;1;1;0;3;7;3;2;0;1;1;0;0;0;1;0;5;1;0;1;1;1;0;1;1;0;184;421;366;237;0.561611374407583;422
OTTMUST00000039232.1;pct;6;19;10;13;23;8;14;15;19;29;21;8;3;3;8;1;2;1;7;6;1;3;6;6;1;3;3;3;2;0;452;2129;1799;1677;0.625512868332712;2681
OTTMUST00000154575.1;pct;2;10;8;5;9;6;14;12;15;22;15;1;2;2;3;0;1;1;0;2;2;1;2;0;1;2;4;0;3;4;42;984;1142;942;0.881197380729654;1069
OTTMUST00000140805.2;pct;3;2;3;2;7;3;3;2;7;16;5;2;0;5;1;1;1;0;3;1;2;2;0;2;1;1;1;1;1;0;273;678;436;405;0.595588235294118;680
OTTMUST00000045817.1;pct;16;16;22;4;26;3;10;17;19;45;31;9;6;8;7;3;3;2;8;8;6;8;10;2;3;3;6;12;3;2;362;2315;2084.5;1953;0.687676056338028;2840
OTTMUST00000085749.2;pct;13;5;36;14;35;11;37;67;51;103;94;12;25;12;14;3;3;3;8;7;7;7;14;6;7;3;3;15;13;9;112;6454;6542;6342;0.957716701902748;6622
OTTMUST00000154539.1;pct;1;2;4;7;8;3;3;10;15;25;14;2;3;4;1;1;0;0;1;2;3;2;1;2;1;1;0;1;0;2;196;1105;1025.5;909;0.715748031496063;1270
OTTMUST00000078868.1;pct;51;15;110;17;176;35;80;144;102;380;180;59;46;62;54;21;6;8;74;43;29;51;31;21;16;17;21;49;28;14;461;14099;13814;13638;0.915978238968366;14889
OTTMUST00000138780.1;pct;5;90;25;73;37;58;154;108;188;134;221;3;29;8;3;3;50;6;8;12;5;6;9;6;33;14;6;8;7;42;345;2913;2570;2568;0.263519753719856;9745
OTTMUST00000013256.1;pct;1;4;7;5;2;5;7;7;11;15;15;1;3;1;2;1;1;1;0;0;2;0;1;1;1;1;0;0;0;2;82;955;1073;873;0.809082483781279;1079
OTTMUST00000137592.2;pct;0;7;3;5;1;6;16;14;13;21;13;0;1;1;0;1;1;0;0;0;0;2;0;0;0;0;1;2;1;3;0;945;1045;945;0.998942917547569;946
OTTMUST00000051519.2;pct;2;4;0;1;0;1;2;3;7;2;2;0;1;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;4;34;230;30;0.08;375
OTTMUST00000059725.2;pct;5;28;19;22;25;17;45;20;46;42;40;4;6;5;7;4;8;1;8;1;2;4;7;6;4;7;5;6;6;2;382;1771;1563.5;1389;0.433520599250936;3204
OTTMUST00000155636.1;pct;1;15;7;8;5;20;60;41;46;43;37;0;11;2;3;3;13;1;1;2;1;2;1;3;13;5;0;1;0;7;409;1324;877.5;915;0.295638126009693;3095
OTTMUST00000081016.2;pct;1;1;1;1;2;1;3;5;5;4;5;1;0;0;1;2;0;0;1;0;0;0;1;0;2;0;1;0;0;1;156;408;326;252;0.616136919315403;409
OTTMUST00000052645.1;pct;6;9;21;3;23;10;17;32;37;71;43;2;5;7;11;4;5;2;5;5;6;6;3;3;4;5;2;4;3;6;76;1423;1536;1347;0.430626598465473;3128
OTTMUST00000028383.2;pct;7;0;4;2;13;3;4;8;8;20;12;1;3;2;2;1;0;1;1;3;4;1;3;4;2;0;1;0;1;1;187;874;733.5;687;0.784246575342466;876
OTTMUST00000065171.1;pct;6;7;9;15;9;9;13;8;18;37;25;5;4;2;1;0;2;1;4;1;5;0;1;3;2;0;2;1;2;2;11;446;635;435;0.263956310679612;1648
OTTMUST00000111169.2;pct;3;1;2;1;4;0;0;2;2;5;4;1;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;77;341;400;264;0.771929824561403;342
OTTMUST00000035541.2;pct;7;22;14;19;5;15;30;33;51;43;41;8;8;3;2;3;11;1;2;1;3;2;3;5;9;1;4;2;3;8;353;1034;854;681;0.237034458753916;2873
OTTMUST00000066232.1;pct;18;0;19;4;13;10;22;36;16;63;27;8;15;12;7;2;2;2;10;9;4;5;3;3;5;1;5;5;2;3;620;2576;1925;1956;0.709981851179673;2755
OTTMUST00000021893.2;pct;4;4;6;2;7;6;10;21;15;45;17;4;8;1;4;1;1;1;4;4;4;0;4;2;2;0;0;2;1;1;90;1443;1553;1353;0.720063863757318;1879
OTTMUST00000043200.1;pct;3;16;7;18;8;21;68;42;39;49;66;1;16;1;2;1;13;1;3;1;2;3;4;0;13;1;1;2;3;19;215;1694;1679;1479;0.403767403767404;3663
OTTMUST00000120281.1;pct;1;0;5;1;4;2;10;6;9;11;6;2;2;1;2;1;0;0;2;0;0;1;2;0;0;0;0;0;1;0;22;655;833;633;0.892806770098731;709
OTTMUST00000156735.1;pct;2;1;7;3;4;1;6;4;7;7;4;0;1;2;4;2;1;3;0;2;0;2;0;2;1;2;0;1;0;2;170;371;330;201;0.53887399463807;373
OTTMUST00000078623.1;pct;10;5;13;6;25;11;42;32;37;92;46;9;9;6;10;3;3;2;10;6;6;5;4;6;8;5;2;8;4;3;2;3338;3386;3336;0.845627376425856;3945
OTTMUST00000019609.3;pct;14;7;19;5;26;19;28;37;38;58;32;4;11;11;13;4;1;3;6;6;5;2;7;10;7;3;3;4;1;1;514;2416;2006;1902;0.546551724137931;3480
OTTMUST00000045040.3;pct;0;0;2;2;0;3;1;3;7;8;4;0;1;0;1;0;0;0;0;0;0;2;1;0;2;0;0;2;1;0;73;208;311;135;0.326876513317191;413
OTTMUST00000060722.1;pct;15;24;25;54;32;20;64;47;65;72;84;14;8;7;8;3;17;3;10;1;5;8;5;6;12;7;7;8;5;14;185;3935;3928;3750;0.683807439824945;5484
OTTMUST00000076126.1;pct;12;16;28;13;25;19;38;39;54;89;76;10;18;13;10;3;12;2;11;11;6;10;8;6;10;3;6;20;6;8;1;3205;3254;3204;0.607738998482549;5272
OTTMUST00000046025.2;pct;1;4;6;6;4;4;21;14;16;23;10;0;2;1;3;1;1;1;3;2;1;1;0;3;5;1;0;1;0;2;0;1038;1238;1038;0.999037536092397;1039
OTTMUST00000057154.1;pct;2;25;10;16;16;10;27;26;37;34;29;2;9;6;1;4;4;0;4;4;4;1;5;3;2;4;3;4;3;2;192;1464;1392;1272;0.532886468370339;2387
OTTMUST00000087880.1;pct;0;0;3;1;3;0;1;3;3;4;7;0;0;0;1;0;0;0;1;0;0;2;0;1;2;0;0;0;0;0;109;325;416;216;0.548223350253807;394
OTTMUST00000116825.1;pct;5;9;16;27;10;10;18;30;35;44;50;6;13;8;5;1;8;3;10;11;4;6;3;7;3;5;8;4;2;4;32;3776;3944;3744;0.978056426332288;3828
OTTMUST00000051793.1;pct;2;3;12;5;7;4;12;16;19;39;21;2;8;5;2;1;2;2;5;4;4;2;2;1;7;2;1;0;1;1;372;1584;1367;1212;0.704651162790698;1720
OTTMUST00000011982.2;pct;20;1;29;4;27;8;11;25;21;69;34;8;8;8;11;7;3;3;9;8;12;8;17;7;1;3;2;2;2;3;156;2727;2771;2571;0.872412623006447;2947
OTTMUST00000033295.3;pct;0;32;8;34;8;27;80;44;51;55;58;2;6;4;1;0;19;0;3;3;0;0;2;0;10;0;3;1;7;13;790;1726;617.5;936;0.257354962881496;3637
OTTMUST00000087958.1;pct;0;3;2;2;1;3;10;12;11;9;16;1;3;0;2;0;3;1;0;0;0;0;0;1;0;0;1;0;0;2;29;500;671;471;0.693667157584683;679
OTTMUST00000054631.1;pct;5;14;12;24;9;15;19;21;29;33;37;2;6;6;3;0;7;1;2;6;1;2;2;4;2;1;3;5;1;3;263;1529;1412;1266;0.652241112828439;1941
OTTMUST00000051625.1;pct;5;16;13;17;14;11;18;18;41;35;33;3;9;3;2;0;0;2;4;3;4;2;3;3;4;2;1;3;5;5;1;1402;1451;1401;0.633649932157395;2211
OTTMUST00000084696.1;pct;13;19;23;25;45;19;46;53;39;101;64;6;18;20;18;8;5;2;13;11;8;9;12;10;7;4;5;12;1;6;117;2754;2717.5;2637;0.464015484779166;5683
OTTMUST00000072328.1;pct;6;10;7;15;9;10;30;19;27;19;28;4;4;2;0;3;4;1;3;0;1;2;1;3;4;3;1;1;5;3;73;1678;1805;1605;0.887230514096186;1809
OTTMUST00000149367.1;pct;1;14;9;16;6;12;47;21;37;52;49;1;4;5;1;0;3;1;2;1;1;5;0;0;12;3;1;5;3;8;91;2302;2411;2211;0.950150408250967;2327
OTTMUST00000052096.1;pct;6;3;5;2;16;3;6;16;14;28;29;4;3;4;3;3;0;3;4;2;2;2;3;1;3;0;0;1;3;2;159;1566;1607;1407;0.864781807006761;1627
OTTMUST00000057008.3;pct;0;6;5;1;5;5;15;12;17;29;21;1;2;3;2;0;0;1;4;3;0;1;2;3;3;4;0;1;0;1;71;1061;1190;990;0.768037238169123;1289
OTTMUST00000044394.1;pct;0;10;7;18;9;20;36;27;43;39;32;5;9;6;0;2;4;2;3;3;0;2;2;2;7;1;2;1;2;2;124;703;749;579;0.276768642447419;2092
OTTMUST00000132553.1;pct;3;17;17;14;20;23;25;34;53;58;62;10;5;3;6;2;9;3;2;1;8;7;4;7;16;6;6;4;5;7;98;1919;2021;1821;0.505973881633787;3599
OTTMUST00000075826.2;pct;2;6;8;3;7;4;11;9;10;23;16;3;4;5;1;1;1;2;0;3;2;1;1;1;1;0;0;0;1;2;55;793;938;738;0.627551020408163;1176
OTTMUST00000043899.2;pct;0;12;2;5;3;8;14;11;17;16;18;2;3;2;0;1;2;0;1;1;1;1;1;0;5;1;1;1;0;1;230;806;666;576;0.422907488986784;1362
OTTMUST00000089004.1;pct;3;7;3;5;4;5;8;3;8;10;8;0;1;2;1;0;4;0;0;1;2;0;0;0;1;1;1;2;0;1;46;415;569;369;0.521923620933522;707
OTTMUST00000071015.1;pct;40;30;54;10;50;17;33;38;60;118;72;28;15;23;21;5;8;4;18;15;21;17;32;12;9;7;17;17;9;5;724;4618;3995;3894;0.567555749890686;6861
OTTMUST00000045653.3;pct;0;26;7;16;7;19;67;22;39;37;30;3;2;2;3;5;10;0;2;2;0;2;0;1;4;2;3;1;2;7;120;1080;1131;960;0.414866032843561;2314
OTTMUST00000134754.1;pct;7;32;19;37;23;42;82;55;105;77;80;4;7;7;3;4;12;1;2;9;6;4;3;0;5;8;5;5;7;10;24;3342;3518;3318;0.725087412587413;4576
OTTMUST00000040134.3;pct;0;0;4;0;1;0;1;1;1;10;2;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;2;290;338;288;0.832369942196532;346
OTTMUST00000097217.1;pct;0;3;1;11;2;2;10;14;14;19;19;1;2;1;0;1;2;0;2;1;0;1;0;0;1;2;0;1;0;3;39;642;803;603;0.609090909090909;990
OTTMUST00000147066.1;pct;2;0;6;0;3;3;2;4;5;17;10;2;4;1;2;0;1;1;3;3;1;1;1;0;1;0;0;2;0;2;75;420;545;345;0.532407407407407;648
OTTMUST00000011387.1;pct;11;1;7;5;17;2;9;15;17;34;21;6;7;6;2;2;3;1;5;3;6;2;6;4;1;2;2;5;3;4;158;1568;1465;1410;0.856102003642987;1647
OTTMUST00000062469.1;pct;6;5;6;1;4;5;10;17;8;30;14;2;8;1;2;1;0;2;2;1;1;0;4;0;3;0;2;1;1;1;2;1499;1547;1497;0.963940759819704;1553
OTTMUST00000080462.1;pct;11;8;8;20;11;5;17;25;20;53;30;1;9;5;8;0;1;0;6;4;6;0;2;3;5;2;4;7;0;4;80;710;830;630;0.227518959913326;2769
OTTMUST00000146101.1;pct;9;7;14;6;8;10;19;27;15;43;25;3;3;6;10;1;1;1;4;3;3;3;4;0;6;2;0;3;3;2;37;1546;1709;1509;0.725829725829726;2079
OTTMUST00000067449.1;pct;9;3;11;10;8;5;14;11;14;36;18;6;6;6;3;1;2;1;7;5;1;5;2;3;0;1;3;3;2;0;105;1824;1919;1719;0.893915756630265;1923
OTTMUST00000070131.1;pct;0;4;5;12;0;10;19;18;20;22;19;2;2;0;0;0;6;1;3;0;0;3;0;1;2;2;0;3;1;7;230;962;857;732;0.50868658790827;1439
OTTMUST00000103169.2;pct;9;8;5;11;9;5;7;13;11;29;24;5;1;2;0;2;2;0;3;1;6;2;3;1;5;2;2;1;0;1;86;959;1073;873;0.47445652173913;1840
OTTMUST00000096153.3;pct;3;0;1;1;2;0;0;1;5;10;7;2;0;3;1;0;0;0;1;3;1;1;1;0;0;2;0;0;0;0;92;386;444;294;0.757731958762887;388
OTTMUST00000066422.2;pct;3;11;15;3;5;4;28;32;16;26;27;0;14;6;2;1;3;0;1;2;2;1;3;0;4;2;1;1;1;4;0;1860;2060;1860;0.999462654486835;1861
OTTMUST00000098023.2;pct;2;3;4;3;9;0;6;4;3;8;5;1;0;1;2;1;1;0;2;2;3;2;3;2;1;1;1;3;1;0;98;641;693;543;0.845794392523365;642
OTTMUST00000092305.1;pct;15;13;14;17;14;10;31;20;20;39;36;6;4;2;1;2;7;3;1;3;3;5;1;2;4;2;7;7;1;6;292;1954;1796;1662;0.747638326585695;2223
OTTMUST00000096963.2;pct;0;4;6;10;5;2;7;10;14;9;12;0;5;1;2;1;0;0;1;0;1;0;1;1;0;0;0;0;0;0;388;955;415;567;0.592476489028213;957
OTTMUST00000055204.4;pct;0;2;0;0;2;1;3;2;2;3;3;0;1;0;2;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;128;269;291;141;0.520295202952029;271
OTTMUST00000037417.1;pct;6;23;24;23;36;15;43;40;56;70;75;3;6;3;4;8;11;2;7;6;6;4;4;3;3;4;13;8;4;6;127;3712;3764;3585;0.899172310007524;3987
OTTMUST00000017931.2;pct;1;1;4;7;10;0;8;8;4;10;8;2;1;0;1;2;1;1;2;1;2;0;2;0;4;0;1;0;2;0;361;1033;792;672;0.592592592592593;1134
OTTMUST00000003495.1;pct;0;1;1;1;2;2;1;3;4;8;5;0;2;1;1;0;1;0;1;0;2;0;0;0;1;0;0;0;0;0;227;437;404;210;0.372340425531915;564
OTTMUST00000155952.1;pct;0;11;3;6;2;11;27;24;21;21;19;1;6;1;0;0;4;1;0;0;1;1;0;0;2;0;1;0;0;2;440;1382;921.5;942;0.664784756527876;1417
OTTMUST00000111387.1;pct;19;39;19;30;38;38;75;72;77;99;89;5;13;6;16;4;13;5;5;7;9;9;5;8;19;12;7;8;2;19;221;3203;3169;2982;0.485588666340987;6141
OTTMUST00000136599.2;pct;1;7;5;4;4;10;19;12;31;14;10;3;3;3;1;1;3;1;1;2;1;1;0;1;2;1;1;1;0;1;28;976;1148;948;0.820779220779221;1155
OTTMUST00000121936.3;pct;19;3;31;1;23;3;9;35;11;41;33;16;14;9;14;6;3;3;9;7;3;11;13;9;3;3;2;10;3;2;50;1910;2060;1860;0.68685376661743;2708
OTTMUST00000110590.1;pct;5;4;15;2;10;4;14;19;19;21;25;7;10;6;4;2;1;3;2;6;0;0;2;4;4;2;1;0;4;3;466;1216;723;750;0.420403587443946;1784
OTTMUST00000070703.1;pct;14;24;17;15;23;19;26;21;50;45;46;16;5;5;8;2;14;1;7;1;3;6;10;5;4;0;10;18;5;7;320;2111;1991;1791;0.476456504389465;3759
OTTMUST00000041785.1;pct;8;39;23;75;24;40;90;54;75;93;122;4;7;8;6;0;12;2;9;7;5;3;1;3;20;4;9;5;4;16;290;4235;4145;3945;0.672634271099744;5865
OTTMUST00000051190.2;pct;0;0;3;0;3;2;4;8;6;15;5;0;2;3;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;0;2;644;642;642;0.995348837209302;645
OTTMUST00000062462.1;pct;6;5;20;2;13;6;19;19;22;59;30;8;9;9;4;0;1;0;11;5;5;6;5;1;3;0;1;4;2;0;394;2116;1859;1722;0.690457097032879;2494
OTTMUST00000012444.1;pct;7;9;9;30;8;5;38;24;19;49;41;5;7;8;3;1;6;2;7;7;0;3;0;1;6;3;7;3;1;3;196;1915;1916;1719;0.662938681064404;2593
OTTMUST00000073147.1;pct;11;1;6;1;5;1;4;5;7;22;12;5;1;1;2;1;0;1;1;0;2;0;1;2;4;1;1;1;4;1;300;690;466;390;0.380859375;1024
OTTMUST00000103382.2;pct;0;24;5;12;6;21;56;36;40;30;30;0;17;1;1;0;3;0;2;2;0;1;0;0;1;3;2;0;1;2;0;2574;2674;2574;0.999611650485437;2575
OTTMUST00000030153.3;pct;11;5;32;10;49;9;45;53;41;112;65;13;13;20;6;10;6;3;9;12;6;11;13;2;5;2;5;7;1;4;8;3725;3917;3717;0.63192791567494;5882
OTTMUST00000093869.3;pct;4;22;24;29;13;19;58;56;71;60;84;9;13;9;6;3;13;2;4;5;3;6;5;3;12;3;8;6;3;11;409;2926;2565.5;2517;0.590014064697609;4266
OTTMUST00000095360.1;pct;11;7;19;12;17;6;13;16;28;36;29;7;5;7;8;1;4;3;6;7;7;4;2;5;2;4;3;5;6;1;170;2393;2324;2223;0.861294072065091;2581
OTTMUST00000116588.2;pct;1;6;6;7;6;8;18;24;20;33;19;4;12;5;0;2;4;0;6;2;2;1;4;0;4;1;2;0;1;3;199;943;839;744;0.437132784958872;1702
OTTMUST00000145310.1;pct;10;0;31;4;20;2;3;16;12;33;25;15;8;7;5;2;3;1;13;6;8;10;6;1;2;0;6;9;3;2;54;2076;2222;2022;0.940902745463006;2149
OTTMUST00000053848.1;pct;4;19;14;21;16;22;56;31;37;72;54;6;6;4;11;2;6;3;8;1;3;7;8;1;13;1;5;4;1;7;2;755;803;753;0.201014415376401;3746
OTTMUST00000066557.1;pct;0;4;6;17;3;5;16;12;17;16;18;0;2;1;0;0;2;0;0;0;0;1;1;0;1;0;1;0;0;1;145;937;992;792;0.635634028892456;1246
OTTMUST00000065740.2;pct;7;6;13;5;6;7;12;14;16;31;30;4;5;4;4;0;1;1;4;6;3;6;2;2;4;4;4;6;0;4;179;1838;1759;1659;0.790753098188751;2098
OTTMUST00000116820.1;pct;7;6;15;16;20;2;12;22;13;21;21;8;8;5;6;4;3;1;3;3;0;4;9;3;3;2;4;3;2;2;0;1209;1259;1209;0.585188770571152;2066
OTTMUST00000150952.1;pct;3;1;9;2;8;4;11;17;14;47;25;4;5;3;2;2;4;1;2;0;2;2;3;3;5;4;2;0;2;1;15;435;620;420;0.253012048192771;1660
OTTMUST00000118418.1;pct;1;0;3;6;1;3;3;4;5;28;13;0;3;1;0;0;0;0;0;0;1;0;0;0;4;1;0;0;0;1;73;493;620;420;0.596590909090909;704
OTTMUST00000084487.1;pct;4;23;20;33;22;16;42;27;39;47;46;2;3;7;3;2;7;2;4;2;6;3;9;4;9;4;4;6;5;5;215;2114;1952;1899;0.526184538653367;3609
OTTMUST00000057113.1;pct;3;6;4;5;8;9;6;4;20;16;15;5;2;5;1;1;0;1;2;3;1;2;2;3;3;1;2;2;0;0;125;893;968;768;0.713754646840149;1076
OTTMUST00000050665.1;pct;9;45;35;67;36;22;77;106;96;91;124;14;28;5;10;5;14;5;13;6;9;11;8;6;13;7;11;11;6;13;522;6129;5690;5607;0.76619294889314;7318
OTTMUST00000132513.1;pct;19;7;32;3;33;16;23;36;35;79;29;9;15;16;16;5;3;3;11;7;5;10;12;11;6;3;7;11;5;2;662;2549;1862.5;1887;0.514449291166848;3668
